Complaint_ID,Complaint_Date,Resolved_Date,Zone,Category,Department,Priority,Priority_Score,Status,Resolution_Delay_Days,Citizen_Satisfaction_Score,Month,Quarter,Week
CMP00214,2024-11-28,,South Zone,Water Supply,Water Supply Dept,Medium,2,In Progress,,1.9,November,Q4,48
CMP00215,2024-07-10,2024-07-16,East Zone,Water Supply,Water Supply Dept,High,3,Resolved,6.0,3.8,July,Q3,28
CMP00216,2024-08-12,2024-08-22,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,10.0,1.8,August,Q3,33
CMP00217,2024-09-21,2024-09-28,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,7.0,4.3,September,Q3,38
CMP00218,2024-08-19,2024-08-22,South Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,3.0,4.4,August,Q3,34
CMP00219,2024-03-02,,North-East Zone,Public Safety,Police Dept,Medium,2,In Progress,,1.0,March,Q1,9
CMP00220,2024-05-06,2024-05-16,Central Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,10.0,1.7,May,Q2,19
CMP00221,2024-04-25,2024-04-27,North-East Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,2.0,5.0,April,Q2,17
CMP00222,2024-02-02,2024-02-06,Central Zone,Road Damage,Public Works Dept,Medium,2,Resolved,4.0,4.1,February,Q1,5
CMP00223,2024-06-22,,North Zone,Water Supply,Water Supply Dept,High,3,Pending,,2.3,June,Q2,25
CMP00224,2024-01-11,2024-01-18,South-West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,7.0,3.4,January,Q1,2
CMP00225,2024-10-28,,East Zone,Road Damage,Public Works Dept,Low,1,Pending,,1.5,October,Q4,44
CMP00226,2024-10-10,2024-10-24,West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,14.0,3.3,October,Q4,41
CMP00227,2024-04-27,2024-05-01,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,4.0,3.8,April,Q2,17
CMP00228,2024-10-28,2024-11-13,South Zone,Water Supply,Water Supply Dept,Low,1,Resolved,16.0,1.8,October,Q4,44
CMP00229,2024-04-22,,Industrial Zone,Road Damage,Public Works Dept,Low,1,In Progress,,1.4,April,Q2,17
CMP00230,2024-01-04,2024-01-16,Industrial Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,12.0,2.9,January,Q1,1
CMP00231,2024-02-06,2024-02-12,Central Zone,Road Damage,Public Works Dept,High,3,Resolved,6.0,4.2,February,Q1,6
CMP00232,2024-12-28,2025-01-03,South-West Zone,Water Supply,Water Supply Dept,High,3,Resolved,6.0,4.4,December,Q4,52
CMP00233,2024-11-19,2024-11-25,Industrial Zone,Public Safety,Police Dept,Medium,2,Resolved,6.0,3.6,November,Q4,47
CMP00234,2024-01-31,2024-02-07,Central Zone,Road Damage,Public Works Dept,Low,1,Resolved,7.0,3.9,January,Q1,5
CMP00235,2024-04-27,2024-05-04,West Zone,Public Safety,Police Dept,Low,1,Resolved,7.0,3.7,April,Q2,17
CMP00236,2024-02-04,2024-02-08,North-East Zone,Road Damage,Public Works Dept,High,3,Resolved,4.0,3.3,February,Q1,5
CMP00237,2024-01-17,2024-01-23,South Zone,Road Damage,Public Works Dept,Low,1,Resolved,6.0,3.5,January,Q1,3
CMP00238,2024-06-18,,North Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,2.1,June,Q2,25
CMP00239,2024-02-06,2024-02-12,North Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,6.0,4.5,February,Q1,6
CMP00240,2024-09-20,,South Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,2.4,September,Q3,38
CMP00241,2024-05-01,2024-05-04,South-West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,3.0,4.2,May,Q2,18
CMP00242,2024-05-22,2024-05-28,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,6.0,4.1,May,Q2,21
CMP00243,2024-12-08,,West Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.7,December,Q4,49
CMP00244,2024-09-05,2024-09-24,South Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,19.0,2.1,September,Q3,36
CMP00245,2024-04-19,,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,1.3,April,Q2,16
CMP00246,2024-10-03,2024-10-12,North Zone,Public Safety,Police Dept,Medium,2,Resolved,9.0,2.4,October,Q4,40
CMP00247,2024-03-08,,East Zone,Public Safety,Police Dept,Medium,2,In Progress,,2.5,March,Q1,10
CMP00248,2024-10-19,2024-10-21,South Zone,Road Damage,Public Works Dept,High,3,Resolved,2.0,4.0,October,Q4,42
CMP00249,2024-10-22,,East Zone,Public Safety,Police Dept,Medium,2,Pending,,2.1,October,Q4,43
CMP00250,2024-08-30,,Central Zone,Public Safety,Police Dept,Medium,2,Pending,,1.3,August,Q3,35
CMP00251,2024-05-04,2024-05-24,Industrial Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,20.0,1.7,May,Q2,18
CMP00252,2024-08-30,2024-09-03,West Zone,Public Safety,Police Dept,Medium,2,Resolved,4.0,3.7,August,Q3,35
CMP00253,2024-07-27,2024-08-04,North Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,8.0,1.7,July,Q3,30
CMP00254,2024-04-07,2024-04-09,North Zone,Water Supply,Water Supply Dept,High,3,Resolved,2.0,4.6,April,Q2,14
CMP00255,2024-02-18,,Central Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,1.9,February,Q1,7
CMP00256,2024-02-19,2024-02-26,South Zone,Public Safety,Police Dept,High,3,Resolved,7.0,3.1,February,Q1,8
CMP00257,2024-12-03,2024-12-18,North Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,15.0,2.8,December,Q4,49
CMP00258,2024-08-08,,Central Zone,Public Safety,Police Dept,Medium,2,In Progress,,2.3,August,Q3,32
CMP00259,2024-06-30,2024-07-14,North Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,14.0,2.2,June,Q2,26
CMP00260,2024-08-04,,South Zone,Garbage Collection,Sanitation Dept,High,3,Pending,,1.0,August,Q3,31
CMP00261,2024-07-29,2024-08-04,West Zone,Road Damage,Public Works Dept,High,3,Resolved,6.0,3.3,July,Q3,31
CMP00262,2024-08-27,2024-09-06,Central Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,10.0,2.1,August,Q3,35
CMP00263,2024-01-28,2024-02-06,West Zone,Water Supply,Water Supply Dept,Low,1,Resolved,9.0,3.3,January,Q1,4
CMP00264,2024-12-10,2024-12-21,North-East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,11.0,2.4,December,Q4,50
CMP00265,2024-11-30,2024-12-04,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,4.0,4.1,November,Q4,48
CMP00266,2024-11-26,2024-12-01,South Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,5.0,3.6,November,Q4,48
CMP00267,2024-02-20,2024-02-26,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,6.0,4.2,February,Q1,8
CMP00268,2024-02-01,2024-02-09,South Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,8.0,3.4,February,Q1,5
CMP00269,2024-07-25,2024-08-11,South Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,17.0,2.6,July,Q3,30
CMP00270,2024-06-22,,West Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,2.0,June,Q2,25
CMP00271,2024-02-25,2024-03-15,South Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,19.0,1.9,February,Q1,8
CMP00272,2024-05-07,,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,1.9,May,Q2,19
CMP00273,2024-04-08,,North Zone,Garbage Collection,Sanitation Dept,High,3,Pending,,1.2,April,Q2,15
CMP00274,2024-04-07,2024-04-18,Central Zone,Water Supply,Water Supply Dept,Low,1,Resolved,11.0,1.9,April,Q2,14
CMP00275,2024-10-01,,North Zone,Road Damage,Public Works Dept,High,3,Pending,,1.3,October,Q4,40
CMP00276,2024-08-17,,West Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.8,August,Q3,33
CMP00277,2024-03-12,2024-03-29,South Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,17.0,1.8,March,Q1,11
CMP00278,2024-08-04,2024-08-15,Central Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,11.0,2.5,August,Q3,31
CMP00279,2024-04-03,2024-04-10,South Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,7.0,4.0,April,Q2,14
CMP00280,2024-05-22,2024-06-04,East Zone,Road Damage,Public Works Dept,Low,1,Resolved,13.0,2.3,May,Q2,21
CMP00281,2024-08-24,2024-09-11,West Zone,Road Damage,Public Works Dept,Low,1,Resolved,18.0,2.7,August,Q3,34
CMP00282,2024-05-07,,South Zone,Road Damage,Public Works Dept,High,3,Pending,,2.3,May,Q2,19
CMP00283,2024-02-08,,East Zone,Street Light Failure,Electricity Dept,Low,1,Pending,,1.9,February,Q1,6
CMP00284,2024-08-14,2024-08-19,East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,5.0,4.4,August,Q3,33
CMP00285,2024-10-08,,East Zone,Drainage Problem,Drainage Dept,High,3,Pending,,2.1,October,Q4,41
CMP00286,2024-02-20,2024-03-05,North Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,14.0,2.7,February,Q1,8
CMP00287,2024-01-26,,Central Zone,Traffic Congestion,Traffic Management Dept,High,3,In Progress,,2.4,January,Q1,4
CMP00288,2024-11-29,2024-12-11,East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,12.0,1.9,November,Q4,48
CMP00289,2024-10-03,,North Zone,Garbage Collection,Sanitation Dept,High,3,In Progress,,1.0,October,Q4,40
CMP00290,2024-01-08,2024-01-12,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,4.0,3.3,January,Q1,2
CMP00291,2024-02-17,,West Zone,Public Safety,Police Dept,High,3,Pending,,1.3,February,Q1,7
CMP00292,2024-05-01,2024-05-06,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,5.0,4.4,May,Q2,18
CMP00293,2024-03-26,,South Zone,Road Damage,Public Works Dept,High,3,Pending,,1.9,March,Q1,13
CMP00294,2024-07-27,,East Zone,Water Supply,Water Supply Dept,Medium,2,In Progress,,1.2,July,Q3,30
CMP00295,2024-09-05,,South Zone,Traffic Congestion,Traffic Management Dept,Low,1,In Progress,,1.7,September,Q3,36
CMP00296,2024-09-03,2024-09-13,South-West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,10.0,1.5,September,Q3,36
CMP00297,2024-04-19,,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,1.1,April,Q2,16
CMP00298,2024-07-24,2024-07-25,Industrial Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,1.0,5.0,July,Q3,30
CMP00299,2024-01-31,2024-02-04,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,4.0,3.2,January,Q1,5
CMP00300,2024-03-25,,Central Zone,Drainage Problem,Drainage Dept,High,3,Pending,,2.2,March,Q1,13
CMP00301,2024-07-13,2024-07-25,South Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,12.0,2.4,July,Q3,28
CMP00302,2024-01-02,,West Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,1.7,January,Q1,1
CMP00303,2024-07-18,2024-07-21,Central Zone,Public Safety,Police Dept,Medium,2,Resolved,3.0,4.3,July,Q3,29
CMP00304,2024-05-15,2024-05-25,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,10.0,3.0,May,Q2,20
CMP00305,2024-08-20,2024-08-22,South Zone,Public Safety,Police Dept,High,3,Resolved,2.0,4.2,August,Q3,34
CMP00306,2024-05-26,2024-06-02,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,7.0,3.6,May,Q2,21
CMP00307,2024-08-04,2024-08-07,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,3.0,4.8,August,Q3,31
CMP00308,2024-12-22,2025-01-11,North Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,20.0,2.9,December,Q4,51
CMP00309,2024-10-11,,West Zone,Drainage Problem,Drainage Dept,High,3,Pending,,1.5,October,Q4,41
CMP00310,2024-12-04,2024-12-15,South-West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,11.0,3.2,December,Q4,49
CMP00311,2024-09-06,2024-09-16,South Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,10.0,2.1,September,Q3,36
CMP00312,2024-03-20,2024-03-28,West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,8.0,1.7,March,Q1,12
CMP00313,2024-04-07,2024-04-10,South Zone,Street Light Failure,Electricity Dept,High,3,Resolved,3.0,4.6,April,Q2,14
CMP00314,2024-05-31,2024-06-04,Industrial Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,3.3,May,Q2,22
CMP00315,2024-04-21,2024-04-28,Industrial Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,7.0,3.2,April,Q2,16
CMP00316,2024-01-30,,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,2.0,January,Q1,5
CMP00317,2024-10-23,2024-11-08,Industrial Zone,Road Damage,Public Works Dept,Low,1,Resolved,16.0,2.1,October,Q4,43
CMP00318,2024-10-04,,West Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,1.2,October,Q4,40
CMP00319,2024-02-01,2024-02-05,North Zone,Road Damage,Public Works Dept,High,3,Resolved,4.0,3.7,February,Q1,5
CMP00320,2024-06-09,2024-06-20,Industrial Zone,Road Damage,Public Works Dept,Low,1,Resolved,11.0,2.4,June,Q2,23
CMP00321,2024-01-30,2024-02-08,North-East Zone,Public Safety,Police Dept,Low,1,Resolved,9.0,2.9,January,Q1,5
CMP00322,2024-01-26,,Central Zone,Public Safety,Police Dept,High,3,Pending,,1.4,January,Q1,4
CMP00323,2024-10-26,,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,1.2,October,Q4,43
CMP00324,2024-09-01,2024-09-05,West Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,4.0,4.3,September,Q3,35
CMP00325,2024-09-14,2024-10-02,South-West Zone,Water Supply,Water Supply Dept,Low,1,Resolved,18.0,2.8,September,Q3,37
CMP00326,2024-09-28,2024-10-13,North-East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,15.0,1.9,September,Q3,39
CMP00327,2024-03-21,2024-03-24,North Zone,Public Safety,Police Dept,Medium,2,Resolved,3.0,4.9,March,Q1,12
CMP00328,2024-01-30,,West Zone,Traffic Congestion,Traffic Management Dept,Low,1,Pending,,2.3,January,Q1,5
CMP00329,2024-09-17,2024-09-27,North Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,10.0,3.0,September,Q3,38
CMP00330,2024-02-11,2024-02-14,South-West Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,3.0,4.3,February,Q1,6
CMP00331,2024-04-05,2024-04-13,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,8.0,2.3,April,Q2,14
CMP00332,2024-02-05,,West Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.9,February,Q1,6
CMP00333,2024-10-31,2024-11-04,South Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,4.0,4.3,October,Q4,44
CMP00334,2024-02-04,,East Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,2.4,February,Q1,5
CMP00335,2024-12-11,2024-12-14,South Zone,Road Damage,Public Works Dept,Medium,2,Resolved,3.0,4.2,December,Q4,50
CMP00336,2024-04-30,2024-05-09,Industrial Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,9.0,2.2,April,Q2,18
CMP00337,2024-07-25,2024-08-12,North Zone,Water Supply,Water Supply Dept,Low,1,Resolved,18.0,3.4,July,Q3,30
CMP00338,2024-03-02,2024-03-13,North-East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,11.0,3.5,March,Q1,9
CMP00339,2024-10-18,,South Zone,Traffic Congestion,Traffic Management Dept,High,3,Pending,,1.3,October,Q4,42
CMP00340,2024-05-06,,West Zone,Water Supply,Water Supply Dept,High,3,In Progress,,1.5,May,Q2,19
CMP00341,2024-10-23,2024-10-30,Central Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,7.0,3.3,October,Q4,43
CMP00342,2024-10-31,2024-11-06,Central Zone,Road Damage,Public Works Dept,Medium,2,Resolved,6.0,3.9,October,Q4,44
CMP00343,2024-01-21,2024-02-07,Industrial Zone,Road Damage,Public Works Dept,Low,1,Resolved,17.0,2.2,January,Q1,3
CMP00344,2024-11-13,2024-11-18,West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,5.0,4.4,November,Q4,46
CMP00345,2024-02-11,2024-02-24,South Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,13.0,3.3,February,Q1,6
CMP00346,2024-08-02,,North-East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,1.8,August,Q3,31
CMP00347,2024-12-02,,South Zone,Street Light Failure,Electricity Dept,High,3,Pending,,1.0,December,Q4,49
CMP00348,2024-10-25,2024-11-14,South-West Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,20.0,2.0,October,Q4,43
CMP00349,2024-10-16,,North-East Zone,Drainage Problem,Drainage Dept,High,3,Pending,,2.0,October,Q4,42
CMP00350,2024-09-24,2024-09-29,North-East Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,5.0,4.0,September,Q3,39
CMP00351,2024-06-10,2024-06-19,North Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,9.0,2.3,June,Q2,24
CMP00352,2024-05-13,2024-05-17,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,4.5,May,Q2,20
CMP00353,2024-04-14,2024-04-20,West Zone,Public Safety,Police Dept,High,3,Resolved,6.0,4.1,April,Q2,15
CMP00354,2024-12-08,2024-12-14,North-East Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,6.0,3.4,December,Q4,49
CMP00355,2024-06-09,2024-06-15,Central Zone,Road Damage,Public Works Dept,Medium,2,Resolved,6.0,3.1,June,Q2,23
CMP00356,2024-05-02,,East Zone,Public Safety,Police Dept,Low,1,In Progress,,1.9,May,Q2,18
CMP00357,2024-05-15,2024-05-19,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,3.0,May,Q2,20
CMP00358,2024-07-21,2024-08-02,North-East Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,12.0,2.9,July,Q3,29
CMP00359,2024-03-08,2024-03-16,Central Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,8.0,2.4,March,Q1,10
CMP00360,2024-12-09,2024-12-15,Central Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,6.0,3.9,December,Q4,50
CMP00361,2024-11-26,,South Zone,Public Safety,Police Dept,Low,1,Pending,,1.7,November,Q4,48
CMP00362,2024-06-02,,North-East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Pending,,1.3,June,Q2,22
CMP00363,2024-08-22,2024-08-23,Central Zone,Drainage Problem,Drainage Dept,High,3,Resolved,1.0,4.7,August,Q3,34
CMP00364,2024-06-10,,East Zone,Water Supply,Water Supply Dept,High,3,In Progress,,2.0,June,Q2,24
CMP00365,2024-02-07,2024-02-19,Industrial Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,12.0,2.6,February,Q1,6
CMP00366,2024-01-05,,Central Zone,Public Safety,Police Dept,Medium,2,Pending,,1.2,January,Q1,1
CMP00367,2024-08-22,,Industrial Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,1.6,August,Q3,34
CMP00368,2024-11-14,,East Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.9,November,Q4,46
CMP00369,2024-10-15,2024-10-22,North Zone,Public Safety,Police Dept,Medium,2,Resolved,7.0,4.1,October,Q4,42
CMP00370,2024-02-21,2024-03-04,West Zone,Public Safety,Police Dept,Low,1,Resolved,12.0,2.9,February,Q1,8
CMP00371,2024-02-07,,West Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,1.3,February,Q1,6
CMP00372,2024-10-02,2024-10-06,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,4.0,4.3,October,Q4,40
CMP00373,2024-04-19,2024-04-27,East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,8.0,1.7,April,Q2,16
CMP00374,2024-09-16,2024-09-23,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,7.0,4.3,September,Q3,38
CMP00375,2024-05-15,,North-East Zone,Street Light Failure,Electricity Dept,Low,1,In Progress,,1.2,May,Q2,20
CMP00376,2024-03-08,2024-03-10,Central Zone,Street Light Failure,Electricity Dept,High,3,Resolved,2.0,4.4,March,Q1,10
CMP00377,2024-06-27,2024-07-09,South-West Zone,Public Safety,Police Dept,Medium,2,Resolved,12.0,2.9,June,Q2,26
CMP00378,2024-02-05,2024-02-14,South Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,9.0,2.1,February,Q1,6
CMP00379,2024-05-05,2024-05-22,East Zone,Road Damage,Public Works Dept,Low,1,Resolved,17.0,3.2,May,Q2,18
CMP00380,2024-07-08,2024-07-17,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,9.0,2.1,July,Q3,28
CMP00381,2024-05-25,2024-05-29,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,4.3,May,Q2,21
CMP00382,2024-03-21,,North-East Zone,Public Safety,Police Dept,Low,1,Pending,,2.0,March,Q1,12
CMP00383,2024-08-12,2024-08-14,South-West Zone,Road Damage,Public Works Dept,High,3,Resolved,2.0,4.7,August,Q3,33
CMP00384,2024-10-05,2024-10-12,South-West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,7.0,3.5,October,Q4,40
CMP00385,2024-12-26,2024-12-30,North-East Zone,Drainage Problem,Drainage Dept,High,3,Resolved,4.0,4.0,December,Q4,52
CMP00386,2024-06-03,,South-West Zone,Water Supply,Water Supply Dept,Low,1,Pending,,2.3,June,Q2,23
CMP00387,2024-11-09,2024-11-20,South-West Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,11.0,3.3,November,Q4,45
CMP00388,2024-11-30,2024-12-10,East Zone,Public Safety,Police Dept,Low,1,Resolved,10.0,1.8,November,Q4,48
CMP00389,2024-09-27,2024-10-03,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,6.0,4.5,September,Q3,39
CMP00390,2024-01-05,,Central Zone,Public Safety,Police Dept,High,3,In Progress,,2.1,January,Q1,1
CMP00391,2024-12-07,2024-12-10,West Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,3.0,4.4,December,Q4,49
CMP00392,2024-10-10,,North Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,1.0,October,Q4,41
CMP00393,2024-06-02,2024-06-09,East Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,7.0,4.0,June,Q2,22
CMP00394,2024-12-05,,West Zone,Drainage Problem,Drainage Dept,Low,1,In Progress,,1.6,December,Q4,49
CMP00395,2024-02-23,,Central Zone,Water Supply,Water Supply Dept,High,3,Pending,,2.0,February,Q1,8
CMP00396,2024-03-09,,South-West Zone,Street Light Failure,Electricity Dept,High,3,Pending,,1.1,March,Q1,10
CMP00397,2024-05-15,,West Zone,Water Supply,Water Supply Dept,High,3,In Progress,,1.3,May,Q2,20
CMP00398,2024-02-29,2024-03-12,Central Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,12.0,3.0,February,Q1,9
CMP00399,2024-02-24,2024-02-27,South-West Zone,Drainage Problem,Drainage Dept,High,3,Resolved,3.0,4.1,February,Q1,8
CMP00400,2024-10-10,2024-10-15,Industrial Zone,Water Supply,Water Supply Dept,Low,1,Resolved,5.0,3.4,October,Q4,41
CMP00401,2024-03-20,2024-03-21,West Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,1.0,4.2,March,Q1,12
CMP00402,2024-05-19,2024-05-29,East Zone,Public Safety,Police Dept,Low,1,Resolved,10.0,1.6,May,Q2,20
CMP00403,2024-05-24,2024-06-13,North-East Zone,Water Supply,Water Supply Dept,Low,1,Resolved,20.0,2.7,May,Q2,21
